,Given Country,Completion 1,Probability 1,Completion 2,Probability 2,Completion 3,Probability 3,Completion 4,Probability 4,Completion 5,Probability 5,Completion 6,Probability 6,Completion 7,Probability 7,Completion 8,Probability 8,Completion 9,Probability 9,Completion 10,Probability 10
0,France,France,0.7923739650829653,USA,0.06504201680265001,United▁States,0.05739937836619384,US,0.007412431131418296,Canada,0.006855378134939062,Germany,0.006644460323285394,America,0.005595196565010714,England,0.004495866744213601,Brazil,0.003556523324379492,United▁Kingdom,0.0034471006051788947
1,USA,USA,0.9000713229815919,UK,0.048453226278985524,Canada,0.0058780432504160224,,0.00430046830962868,Germany,0.003915620954703394,Australia,0.0035099399391753197,France,0.0028647294874919738,China,0.002450332981126047,England,0.0023018748107124947,US,0.001509606356807811
2,France,France,0.7844864701192067,England,0.03237962703574195,Germany,0.026427481373107634,United▁States,0.020905858481911524,UK,0.020581743187981193,USA,0.020581743187981193,United▁Kingdom,0.013082551945036745,Australia,0.007690835535534869,Canada,0.00722487136603153,Ireland,0.005453619026357015
3,Singapore,Singapore,0.9572698092533474,India,0.009384741273043229,Malaysia,0.0035068216047253677,Philippines,0.002688773392018692,Sri▁Lanka,0.0019066258354536291,Thailand,0.0018193150816989258,Indonesia,0.001605539924424742,Australia,0.0013949172597713232,USA,0.0013949172597713232,United▁States,0.0012900875722343089
4,USA,USA,0.8953113425812659,UK,0.009946010308970145,,0.007507642463001588,Nigeria,0.005323715686043963,Egypt,0.004772147898742484,Germany,0.004277725729638869,Canada,0.0038949135999781564,Brazil,0.003602206220519454,China,0.002986333846501196,France,0.002986333846501196
5,USA,India,0.3963404649814903,USA,0.31353111386504046,INDIA,0.21887999288477877,UK,0.014436698660651791,IN,0.008756300362717623,,0.008098253998624017,Nepal,0.002588357443213996,Singapore,0.001645260092592335,Canada,0.0014748016154077803,IT,0.0012813298484670426
6,France,France,0.8160299905550714,USA,0.04462083882846823,United▁States,0.03421198386877612,Australia,0.01360858696811618,Canada,0.011107004976222228,Germany,0.006842827259132642,England,0.00673673905565957,UK,0.006529471384740037,America,0.00567290304849954,US,0.004558305657818869
7,Sierra_Leone,Sierra,0.8306422609806383,Sierra▁Leone,0.011574007418062356,Nigeria,0.005467173985469048,USA,0.004862605201965267,Norway,0.0032139857837406856,Kenya,0.003139533883249477,France,0.003115101836735972,South▁Africa,0.0028363324991020782,Australia,0.0028363324991020782,United▁Kingdom,0.002623178745681109
8,Sierra_Leone,Sierra,0.9628159377999427,Sierra▁Leone,0.0033656208911418037,Nigeria,0.0025405039339153673,USA,0.0010507980893341583,Liberia,0.0009642665297249945,sierra,0.0007870114045751395,Guinea,0.0007278665635089362,United▁States,0.0006784462379518438,Kenya,0.0006679279039633137,Ghana,0.000662730047776965
9,France,France,0.8329467076062389,Greece,0.040194081883746596,Germany,0.018402191632159243,USA,0.01133726137675248,United▁States,0.011161493430811848,United▁Kingdom,0.0041060839659657865,England,0.0037975068828895457,Egypt,0.0034040631694792975,Australia,0.0028665085840308604,Canada,0.0028220674876238004
10,USA,USA,0.5928571418784756,UK,0.10302311730632624,,0.07776592886317411,Germany,0.013942662760570438,Canada,0.012694938908726933,Alpha,0.010042523255069807,France,0.00746296958658146,India,0.007065797590101098,Australia,0.006534794515630921,Brazil,0.006284450469104934
11,USA,USA,0.900447349596481,UK,0.05407606331404227,,0.006358335538616629,Canada,0.005354255339621394,Australia,0.0020967565176600333,US,0.0020322461015209897,Germany,0.0017656460110329023,England,0.0017113227942136746,France,0.0011761738090136679,CAN,0.0011761738090136679
12,Sierra_Leone,Sierra,0.9024950030880143,Sierra▁Leone,0.007687059168531716,Nigeria,0.006575090140539284,USA,0.003229575768405278,Guinea,0.002456931681653373,Ghana,0.002021016873674483,Sudan,0.0018116278170736905,Niger,0.0017286673393069247,Senegal,0.0016495058984098883,Kenya,0.0016239326798039402
13,Singapore,Singapore,0.914722883216098,France,0.013253293169873658,Switzerland,0.006358999557339041,United▁States,0.004439297142496059,Russia,0.004105678693751569,Canada,0.003797132067363197,Australia,0.0036803065953842787,USA,0.003197505781733305,China,0.0027780411656573877,Germany,0.002529435265671319
14,France,China,0.7335071769021145,France,0.21346275166826256,USA,0.010965043534688594,United▁States,0.005869164866150335,,0.0024087004078343645,Singapore,0.002298397985478253,Germany,0.001996882775067694,America,0.0018181824571604514,Japan,0.0014839572724688697,Taiwan,0.0012692959189301155
15,Singapore,Singapore,0.928484431386706,United▁States,0.007089066695376385,USA,0.005877042711189929,Malaysia,0.005785927609295091,Australia,0.004506084952913478,Philippines,0.0040392284463974665,United▁Kingdom,0.002864241863617451,India,0.00219609041441495,Indonesia,0.0019079964169582157,Japan,0.001878415674314449
16,France,France,0.8710001792285125,Germany,0.01924290183965085,United▁States,0.01343371050427321,England,0.0111369371732484,USA,0.009525927171654354,Canada,0.006055047714353928,United▁Kingdom,0.005513183682569744,Australia,0.004429967541838975,Italy,0.00390943263422319,UK,0.0037891520370355158
17,USA,USA,0.8656306014422153,UK,0.06995366931756299,Canada,0.011419622595780317,,0.007146217216158595,Australia,0.005147227169691418,England,0.0025881883599108363,US,0.002508558175510404,Germany,0.0023200370515046053,CANADA,0.002079667772147624,CAN,0.0017241051392517426
18,USA,USA,0.9078798239560989,UK,0.035756678737529794,Canada,0.00621357758747872,,0.004204316901440043,India,0.004139135009509341,Germany,0.0033258884156874406,Australia,0.003223561586644142,England,0.0019859786813640175,France,0.0014304467829540357,US,0.0013864365621888211
19,France,India,0.4565050086193014,France,0.42884676833675006,USA,0.012357021367965225,Germany,0.012357021367965225,United▁States,0.00932756909116453,Canada,0.006022331238864731,UK,0.005928963647128694,England,0.005314688664636574,United▁Kingdom,0.004915283504102752,Japan,0.0034854579211918207
20,Singapore,Singapore,0.9479693211781828,India,0.029534884765511627,Malaysia,0.005132394618715517,Indonesia,0.0014476583754123534,Thailand,0.0012190505737584311,Sri▁Lanka,0.0010758083554357892,USA,0.0009493975414467116,United▁States,0.0008918764522380391,Australia,0.0008248508783878297,Philippines,0.0007166428623149779
21,Singapore,Singapore,0.9759523365776603,India,0.00805697918827318,Malaysia,0.0012747992251374548,Pakistan,0.0010734885752227013,Thailand,0.0008230722412014163,Sri▁Lanka,0.0008230722412014163,Australia,0.000785381019128591,Philippines,0.0007040109955480792,United▁States,0.0006717719848675817,Japan,0.00047635766765784465
22,Singapore,Singapore,0.8879167819279717,France,0.036648705478136985,Switzerland,0.013482302076522124,South▁Africa,0.0034625415384074375,Canada,0.002826044040249929,United▁States,0.0026548226874969555,Germany,0.002493975112088218,Seychelles,0.002493975112088218,Belgium,0.002493975112088218,Philippines,0.002417243564592766
23,USA,USA,0.6742790614040814,UK,0.13277342745010204,,0.030566178579713433,India,0.01356365952420576,INDIA,0.006927639415702117,France,0.006610399709893853,Germany,0.006307687467901503,Jamaica,0.006113620326580075,GB,0.005148184470480321,Canada,0.00483627174134269
24,India,India,0.9675602438468778,USA,0.006318789771420209,Australia,0.0020196065151499207,UK,0.0019271219993908567,Canada,0.0019271219993908567,America,0.0015484860287633497,United▁States,0.0013665341240791768,Ireland,0.00128374000694035,England,0.0012638374628740727,China,0.0009997777226652352
25,Singapore,Singapore,0.9876779969003789,India,0.006654920854867999,Sri▁Lanka,0.0008866823830338365,Malaysia,0.0006487106893392074,United▁States,0.00027468138835274816,Sing,0.00025803928433031293,Australia,0.00025803928433031293,Thailand,0.00022771886916664688,China,0.0002139220803442609,Philippines,0.00018014045248001756
26,France,France,0.9897577873073303,Germany,0.001376212780760335,Canada,0.0007719854044696593,Belgium,0.0006812747282849903,Spain,0.00046823281666150655,Switzerland,0.0004398640244097665,Italy,0.00041321401039224026,,0.000302313828102683,United▁States,0.00029301260943888894,,
27,Sierra_Leone,Sierra,0.9606935539245743,Nigeria,0.003411085803851398,Sierra▁Leone,0.0024956036857757017,Guinea,0.0017696480024971086,USA,0.0012548683393086924,Liberia,0.0012067950881653774,Sudan,0.0011515319175862775,Kenya,0.0009325389659114768,sierra,0.000869221894348464,Ghana,0.0008557458579531544
