,Given Country,Completion 1,Probability 1,Completion 2,Probability 2,Completion 3,Probability 3,Completion 4,Probability 4,Completion 5,Probability 5,Completion 6,Probability 6,Completion 7,Probability 7,Completion 8,Probability 8,Completion 9,Probability 9,Completion 10,Probability 10
0,France,India,0.43636534937167454,France,0.14389802792799833,United▁States,0.059055631671848866,USA,0.049729827765979444,Germany,0.027895905152774337,Brazil,0.023126517649648595,Spain,0.016919717721617728,US,0.014931598481933334,Canada,0.012378729922500996,Italy,0.011811866608282704
1,Singapore,Singapore,0.3633080795023437,India,0.11612023677195762,USA,0.03711425687654853,Philippines,0.03653885365706551,Germany,0.028904612318569268,China,0.027580973751633913,United▁States,0.023591257021048737,Malaysia,0.023591257021048737,France,0.02216193501376331,Australia,0.019254622815876244
2,Sierra_Leone,Sierra,0.4965631407115779,Nigeria,0.021647676918906553,Sierra▁Leone,0.010800426747685679,USA,0.010468132550384212,Kenya,0.009988761859825656,Ghana,0.009457169650557238,Liberia,0.008477352085925278,Sudan,0.008216531382036138,Uganda,0.008152589827534487,India,0.007840269015883911
3,France,France,0.379535515612085,USA,0.06804696023531188,United▁States,0.061957462354666634,England,0.04978421961046483,UK,0.0490123868255974,Spain,0.04063269582994169,Germany,0.030195655563613855,Canada,0.025033077704781893,United▁Kingdom,0.0246449758076373,US,0.01667562476928439
4,USA,India,0.58661602758661,USA,0.13089172818103603,UK,0.07575432049683808,INDIA,0.06897509373167497,Canada,0.017169258342681137,Germany,0.0149169101529878,France,0.008367628232263367,Japan,0.00693700745465472,Nepal,0.005750981172943266,,0.005487624571085766
5,USA,India,0.6927409453474109,USA,0.10960752093797481,UK,0.04641074445037079,INDIA,0.03671392070327733,Canada,0.023704288801461484,Australia,0.007343246107610409,Singapore,0.005900464011619293,,0.005718925818893032,Germany,0.0050469343212841715,France,0.0043168716889378745
6,Singapore,Singapore,0.4015803126972455,USA,0.0635392284106131,Australia,0.05520383830646446,United▁States,0.04796192588415582,China,0.04038799088285272,Malaysia,0.030013806288145255,US,0.026904202075763054,India,0.02337477584016098,Canada,0.019993505291740127,Philippines,0.018204293728435926
7,USA,India,0.6684051212786777,USA,0.17436388333927522,INDIA,0.06828187780487714,UK,0.02182419897954695,IN,0.005693183815896819,Nepal,0.004946323817323103,Canada,0.004946323817323103,,0.0038522008622559733,Germany,0.0027530438042734982,US,0.0021108319048844804
8,Singapore,Singapore,0.24467688693541678,USA,0.09885838703331562,United▁States,0.07943494557975904,China,0.06090488543343948,US,0.04318803080149339,France,0.04121030688086762,Germany,0.027884288446306617,United▁Kingdom,0.025388933550071748,Canada,0.02460779818464101,UK,0.02422628963532723
9,India,India,0.658043225212019,Pakistan,0.06828195920326707,USA,0.0414151017620287,Saudi▁Arabia,0.024730086793639437,Afghanistan,0.017264382965710236,Bangladesh,0.015235764492273535,Egypt,0.009991858297994803,UK,0.009240958288724982,Iraq,0.008817783999044601,US,0.007542250340788958
10,India,USA,0.43961994046825215,India,0.09657169648075753,United▁States,0.0907207131720818,US,0.0695579836035475,America,0.042189049683340196,Canada,0.04153496909389258,Australia,0.040891029084067,UK,0.02403859590128683,China,0.016265327601015282,France,0.0064699003154076755
11,Sierra_Leone,Sierra,0.32120923181090816,USA,0.029877112626641222,Nigeria,0.025555248678635165,United,0.02135220948945692,Canada,0.014447627630902201,Kenya,0.014447627630902201,Australia,0.014112948697301559,Uganda,0.012071444722766264,Ghana,0.012071444722766264,Jamaica,0.011977503994645639
12,France,France,0.44509151676836634,Germany,0.0631273968689978,USA,0.04139995761657922,Canada,0.03653533436376469,Spain,0.03432177035557862,United▁States,0.0327500620611568,Brazil,0.02981927084252242,UK,0.02147801506984198,England,0.016467765384857717,Italy,0.013652257015410315
13,USA,France,0.6569090672903349,Canada,0.037060274686030036,USA,0.032705577619355795,FRANCE,0.030247714646811676,Belgium,0.024304721521218417,UK,0.022832172885076392,Germany,0.01778170988262868,,0.013633709890626752,FR,0.012221178560902171,Brazil,0.01029126414747429
14,India,USA,0.2655097575734543,India,0.1356091148216198,United▁States,0.12347350414265959,Canada,0.08486201561200263,US,0.04835291896776654,China,0.03825030720317162,America,0.025085163899893598,Australia,0.019233462328844035,France,0.018352697963850247,Brazil,0.01778804480886999
15,France,France,0.16987643178559364,Mali,0.13438330232158444,Niger,0.05870771690736874,Senegal,0.055150796150737744,Guinea,0.041630005015799755,Burkina▁Faso,0.032421480505571365,Nigeria,0.02861185612337357,Benin,0.02564750207007052,Cote,0.022633841135869234,Ivory▁Coast,0.019818853501464066
16,India,France,0.26423484661162905,USA,0.12481571848717823,India,0.09275516594167443,United▁States,0.09275516594167443,Canada,0.07570456007653455,Germany,0.026993292181621848,UK,0.02657479997585266,US,0.026162795890358356,Australia,0.02308858633619423,China,0.01770263320963745
17,France,Iran,0.2986412002225776,France,0.09695461406500873,Afghanistan,0.07433768121542421,India,0.073185182291829,Pakistan,0.06875111624932964,Saudi▁Arabia,0.03679982069589134,Morocco,0.034034270497164246,Egypt,0.03197223828836338,Iraq,0.023391389224172877,Bangladesh,0.01582740565781811
18,USA,China,0.7186372994245974,USA,0.11731430722061933,,0.03991418280119136,CHINA,0.017990731694253827,UK,0.017711811252113168,CN,0.01025080992372809,Canada,0.008109058088619277,Singapore,0.0060261402791013385,china,0.005154430929428377,France,0.004206923916266072
19,USA,China,0.6049721263893446,USA,0.1553696917123323,,0.07454718388711026,UK,0.025762817382040542,CHINA,0.020064102351258776,CN,0.013158359573745686,Singapore,0.010409119174813184,Canada,0.007857215374972129,France,0.007043162342409648,china,0.006313449920126863
20,Sierra_Leone,Sierra,0.3678967203080744,France,0.03164807253735984,USA,0.0138260156441357,Togo,0.012786974159987584,Canada,0.012297112872631487,Niger,0.011918770484261303,Nigeria,0.011642672463367454,Mali,0.010683916812305858,Chad,0.010036611015492634,United,0.00913843832274703
21,France,France,0.22886380048639554,United▁States,0.10155769584077097,USA,0.09246933434090396,Germany,0.03794933835027875,Canada,0.03509740053559551,UK,0.0324597892323193,Israel,0.03002039754875865,US,0.02649290785113769,England,0.022309265131187698,Nigeria,0.020957615086006916
